adshex,altitude1,altitude2,altitude3,altitude4,altitude5,steer1,steer2,steer3,steer4,steer5,steer6,steer7,steer8,squawk_1,spy_prob
393D23,0.06686332350049164,0.9321533923303835,0.0009832841691248771,0.0,0.0,0.12189616252821671,0.0327313769751693,0.01580135440180587,0.6252821670428894,0.0327313769751693,0.040632054176072234,0.034988713318284424,0.09593679458239278,5166,0.6534044011544003
7CF7CA,1.0,0.0,0.0,0.0,0.0,0.1356397583745195,0.02800658978583196,0.03130148270181219,0.5749588138385503,0.004393190554640308,0.06040637012630423,0.04228445908841296,0.12300933552992861,7712,0.6355371572871568
447AC7,1.0,0.0,0.0,0.0,0.0,0.36220472440944884,0.05511811023622047,0.028871391076115485,0.16272965879265092,0.007874015748031496,0.049868766404199474,0.06824146981627296,0.2650918635170604,7777,0.6280847763347763
4CABA3,0.10872093023255813,0.1680232558139535,0.42267441860465116,0.04941860465116279,0.25116279069767444,0.04039812646370024,0.00936768149882904,0.07552693208430913,0.5860655737704918,0.1955503512880562,0.053864168618266976,0.018149882903981264,0.02107728337236534,5774,0.453900793650794
4CAAEC,0.9996378123868164,0.0,0.0,0.0,0.0003621876131836291,0.009457984721716987,0.008002910149145144,0.06911604219716261,0.6809748999636231,0.15314659876318662,0.07020734812659149,0.005456529647144416,0.0036376864314296106,4431,0.4282196969696968
4CA6B2,0.9923539049699618,0.0016384489350081922,0.0,0.005461496450027308,0.0005461496450027307,0.012623490669593854,0.011525795828759604,0.05159165751920966,0.6794731064763996,0.1783754116355653,0.05433589462129528,0.00823271130625686,0.0038419319429198683,4440,0.42288383838383825
AAA2D3,0.31502045587375804,0.4582115721800117,0.032144944476914086,0.08416130917592052,0.11046171829339567,0.008254716981132075,0.011202830188679245,0.033608490566037735,0.6963443396226415,0.17747641509433962,0.055424528301886794,0.01179245283018868,0.00589622641509434,1372,0.40722979797979775
4CACC3,0.256047197640118,0.20058997050147492,0.04542772861356932,0.15634218289085547,0.3415929203539823,0.0035419126328217238,0.0029515938606847697,0.01948051948051948,0.80814639905549,0.14167650531286896,0.020070838252656435,0.0011806375442739079,0.0029515938606847697,1373,0.4044646464646461
4008B3,0.5589438452956489,0.1409445890665675,0.021569356638155446,0.07735217552993678,0.20119003346969133,0.009726898615787506,0.012719790497568275,0.04414515525626637,0.7149270482603816,0.1634867190422746,0.04601571268237935,0.004863449307893753,0.00411522633744856,1366,0.38718759018759
AC97C3,0.32536764705882354,0.6746323529411765,0.0,0.0,0.0,0.02345215759849906,0.010318949343339587,0.03564727954971857,0.7166979362101313,0.16135084427767354,0.0375234521575985,0.0075046904315197,0.0075046904315197,1726,0.34173701298701287
406AA9,0.9951923076923077,0.003846153846153846,0.0,0.0009615384615384615,0.0,0.02073050345508391,0.007897334649555774,0.11648568608094768,0.5291214215202369,0.18657453109575517,0.10365251727541955,0.02073050345508391,0.014807502467917079,4222,0.3409375901875903
4BA9DA,0.12596899224806202,0.09883720930232558,0.025193798449612403,0.1124031007751938,0.6375968992248062,0.021484375,0.015625,0.0390625,0.720703125,0.15234375,0.03125,0.0078125,0.01171875,2713,0.3384920634920631
C07EDA,0.23333333333333334,0.19019607843137254,0.027450980392156862,0.16862745098039217,0.3803921568627451,0.018,0.012,0.034,0.668,0.19,0.054,0.01,0.014,2601,0.33844696969696936
A144BB,0.14380321665089876,0.08703878902554399,0.015137180700094607,0.5231788079470199,0.23084200567644275,0.0019047619047619048,0.0038095238095238095,0.023809523809523808,0.758095238095238,0.17238095238095238,0.03142857142857143,0.004761904761904762,0.0038095238095238095,1370,0.3373982683982681
45FE4B,0.879746835443038,0.06781193490054249,0.0,0.009041591320072333,0.0433996383363472,0.0,0.0,0.0,0.8213333333333334,0.0,0.0,0.0,0.17866666666666667,7703,0.3322099567099569
4CA2AA,0.1734357848518112,0.185876326381266,0.038419319429198684,0.28466886205634834,0.31759970728137576,0.001832172957127153,0.004030780505679736,0.03627702455111763,0.7592524734334921,0.1593990472700623,0.037009893733968485,0.0010993037742762918,0.0010993037742762918,4421,0.32679076479076474
4CC272,0.1885603490063015,0.09500727096461464,0.048473097430925836,0.15899175957343675,0.5089675230247213,0.004873294346978557,0.004873294346978557,0.01949317738791423,0.776803118908382,0.1608187134502924,0.029239766081871343,0.0024366471734892786,0.0014619883040935672,4407,0.3244574314574314
AD9B94,0.6373106060606061,0.35795454545454547,0.0,0.0,0.004734848484848485,0.019102196752626553,0.0038204393505253103,0.06685768863419293,0.626552053486151,0.20057306590257878,0.06685768863419293,0.004775549188156638,0.011461318051575931,2041,0.32008441558441547
43E8F1,0.0904048807542984,0.06100942872989462,0.024958402662229616,0.026067665002773157,0.7975596228508042,0.0016750418760469012,0.003908431044109436,0.02400893355667225,0.7872696817420436,0.1568955890563931,0.02233389168062535,0.002233389168062535,0.0016750418760469012,1451,0.31863564213564183
3C4A2E,0.30393013100436683,0.6960698689956332,0.0,0.0,0.0,0.014109347442680775,0.01763668430335097,0.09082892416225749,0.5908289241622575,0.18077601410934743,0.08818342151675485,0.009700176366843033,0.007936507936507936,1371,0.31412734487734467
A0DE99,0.48141377209018893,0.41803778184034124,0.0,0.004875076173065204,0.09567336989640463,0.016424510423247,0.00505369551484523,0.025900189513581806,0.7675300063171194,0.1396083385975995,0.02969046114971573,0.003790271636133923,0.012002526847757423,3324,0.30997799422799394
ABB52C,0.16497975708502025,0.20242914979757085,0.057692307692307696,0.3248987854251012,0.25,0.017302798982188294,0.008142493638676845,0.01628498727735369,0.7521628498727735,0.1638676844783715,0.022391857506361322,0.012213740458015267,0.007633587786259542,2064,0.30560894660894644
4CA27C,0.22375601926163724,0.19357945425361156,0.058426966292134834,0.24012841091492776,0.2841091492776886,0.005171299288946348,0.003878474466709761,0.04718810601163542,0.7424046541693601,0.15126050420168066,0.041693600517129926,0.003232062055591467,0.005171299288946348,1411,0.30507323232323214
A6D241,0.3438077634011091,0.6487985212569316,0.0,0.0,0.0073937153419593345,0.00558659217877095,0.0148975791433892,0.0260707635009311,0.7001862197392924,0.18063314711359404,0.055865921787709494,0.0111731843575419,0.00558659217877095,1732,0.30388816738816704
A3C5EA,0.12015338730293992,0.17256071580741372,0.06263314870046868,0.6088623775031956,0.035790370685982106,0.00470286447199658,0.00897819581017529,0.035057716973065416,0.7148353997434801,0.18170158187259514,0.04831124412141941,0.0021376656690893546,0.004275331338178709,1542,0.30354978354978346
49D14C,0.07218479307025986,0.09720885466794996,0.05871029836381136,0.4408084696823869,0.3310875842155919,0.0029013539651837525,0.004835589941972921,0.02321083172147002,0.8056092843326886,0.14216634429400388,0.0183752417794971,0.0009671179883945841,0.0019342359767891683,1423,0.3011338383838383
4D00D7,0.2943500592651126,0.705254839984196,0.0,0.0003951007506914263,0.0,0.006339144215530904,0.010301109350237718,0.044770206022187,0.7099841521394612,0.17987321711568938,0.044374009508716325,0.0027733755942947703,0.001584786053882726,3502,0.2977341269841267
C03A90,0.5007526342197692,0.49824385348720523,0.0,0.0,0.0010035122930255895,0.006024096385542169,0.0050200803212851405,0.048694779116465865,0.6812248995983936,0.2033132530120482,0.048694779116465865,0.0030120481927710845,0.004016064257028112,3663,0.2977341269841267
3C4A34,0.3983579638752053,0.6016420361247947,0.0,0.0,0.0,0.0049504950495049506,0.009240924092409241,0.05115511551155116,0.6759075907590759,0.2033003300330033,0.049174917491749175,0.0039603960396039604,0.0023102310231023103,4105,0.2977341269841267
3C4A32,0.36060783167738164,0.6388077147866744,0.0005844535359438924,0.0,0.0,0.005278592375366569,0.008211143695014663,0.04809384164222874,0.7219941348973608,0.1718475073313783,0.04164222873900293,0.0011730205278592375,0.0017595307917888563,4103,0.2977341269841267
440823,0.4896670493685419,0.5063145809414467,0.002296211251435132,0.001148105625717566,0.000574052812858783,0.00345821325648415,0.005763688760806916,0.03054755043227666,0.7037463976945245,0.20518731988472622,0.03919308357348703,0.008069164265129682,0.004034582132564841,4145,0.29674927849927824
ACFC4B,0.07287234042553191,0.9223404255319149,0.0031914893617021275,0.0005319148936170213,0.0010638297872340426,0.001609442060085837,0.004291845493562232,0.05472103004291846,0.6866952789699571,0.19796137339055794,0.05042918454935622,0.002145922746781116,0.002145922746781116,4164,0.2966356421356419
4D0114,0.0684931506849315,0.4657534246575342,0.0,0.4657534246575342,0.0,0.005905511811023622,0.003937007874015748,0.021653543307086614,0.7007874015748031,0.23622047244094488,0.027559055118110236,0.001968503937007874,0.001968503937007874,3502,0.29540079365079347
867F68,0.08030690537084399,0.4762148337595908,0.003069053708439898,0.030690537084398978,0.40971867007672635,0.0015384615384615385,0.0041025641025641026,0.02,0.798974358974359,0.15282051282051282,0.02,0.0010256410256410256,0.0015384615384615385,3521,0.2952113997113995
C060B8,0.34732142857142856,0.6285714285714286,0.0026785714285714286,0.0,0.02142857142857143,0.0062836624775583485,0.009874326750448833,0.04937163375224417,0.6947935368043088,0.17235188509874327,0.06193895870736086,0.0017953321364452424,0.003590664272890485,3564,0.2948805916305914
345109,0.033930254476908575,0.008482563619227144,0.00471253534401508,0.030160226201696512,0.9227144203581527,0.004730368968779565,0.005676442762535478,0.014191106906338695,0.7360454115421002,0.2185430463576159,0.017029328287606435,0.002838221381267739,0.000946073793755913,3513,0.29430230880230857
AAA201,0.17865883504650024,0.2491434165442976,0.05090553108174253,0.25697503671071953,0.2643171806167401,0.006893156080748399,0.007877892663712457,0.04283604135893648,0.7173806006893156,0.17676021664204825,0.0379123584441162,0.0054160512063023145,0.004923682914820286,1445,0.29430194805194787
AB4FAE,0.049800796812749,0.599601593625498,0.03386454183266932,0.31673306772908366,0.0,0.004,0.006,0.04,0.682,0.212,0.052,0.002,0.002,1416,0.29419300144300115
AAADDC,0.2684331797235023,0.43605990783410137,0.03859447004608295,0.02304147465437788,0.23387096774193547,0.015561959654178675,0.013256484149855908,0.047838616714697406,0.6403458213256484,0.20461095100864554,0.06512968299711816,0.005187319884726225,0.008069164265129682,1517,0.2913311688311686
478397,0.23073330219523588,0.09715086408220458,0.03549743110695937,0.027557216254086876,0.6090611863615133,0.004708097928436911,0.005178907721280603,0.022128060263653482,0.7594161958568738,0.1817325800376648,0.023540489642184557,0.0023540489642184556,0.0009416195856873823,1427,0.2907081529581527
AAC136,0.15561694290976058,0.26519337016574585,0.2882136279926335,0.10589318600368323,0.1850828729281768,0.0018501387604070306,0.005550416281221091,0.05180388529139685,0.7224791859389454,0.17391304347826086,0.041628122109158186,0.0009250693802035153,0.0018501387604070306,4405,0.2898578643578645
AA01A2,0.17098943323727187,0.15561959654178675,0.31412103746397696,0.1690682036503362,0.19020172910662825,0.004826254826254826,0.004826254826254826,0.0444015444015444,0.7384169884169884,0.14961389961389962,0.04922779922779923,0.004826254826254826,0.003861003861003861,4411,0.2898578643578645
C0054D,0.22474977252047315,0.2966333030027298,0.33666969972702454,0.1292083712465878,0.012738853503184714,0.006369426751592357,0.004549590536851683,0.048225659690627844,0.6706096451319381,0.21474067333939945,0.048225659690627844,0.00272975432211101,0.004549590536851683,4440,0.2898578643578645
A2766F,0.19740973312401883,0.21232339089481947,0.04317111459968603,0.21153846153846154,0.33555729984301413,0.0066823899371069185,0.00589622641509434,0.018867924528301886,0.7507861635220126,0.1906446540880503,0.02161949685534591,0.003930817610062893,0.0015723270440251573,1412,0.28922979797979775
3C0CA7,0.26478616924476794,0.30846223839854414,0.06278434940855324,0.359417652411283,0.004549590536851683,0.006369426751592357,0.00272975432211101,0.028207461328480437,0.7443130118289354,0.181073703366697,0.030937215650591446,0.003639672429481347,0.00272975432211101,2314,0.28916341991341993
A75359,0.42032471437161756,0.5796752856283824,0.0,0.0,0.0,0.007990165949600492,0.007375537799631223,0.03380454824830977,0.7252612169637369,0.17639827904118008,0.03810694529809465,0.005531653349723417,0.005531653349723417,3704,0.28764754689754674
4D00D6,0.2660322714108399,0.7339677285891602,0.0,0.0,0.0,0.008724553385957623,0.002077274615704196,0.04528458662235148,0.7149979227253843,0.18737017033651848,0.03697548815953469,0.0016618196925633569,0.0029081844619858743,3501,0.28719300144300136
A05614,0.07946278679350867,0.387241186345831,0.21936205931729155,0.0027979854504756574,0.3111359820928931,0.0005611672278338945,0.003367003367003367,0.04208754208754209,0.7149270482603816,0.2037037037037037,0.03198653198653199,0.0016835016835016834,0.0016835016835016834,4426,0.2868708513708515
AA4903,0.0248565965583174,0.5200764818355641,0.0019120458891013384,0.45315487571701724,0.0,0.006060606060606061,0.0101010101010101,0.06060606060606061,0.7333333333333333,0.09696969696969697,0.08484848484848485,0.00202020202020202,0.006060606060606061,3124,0.2847831890331888
A842A9,0.155827835375432,0.28620797989318253,0.06220546654099906,0.27018535972353125,0.22557335846685517,0.004733354370463868,0.0041022404544020195,0.027137898390659516,0.769958977595456,0.15904070684758598,0.026506784474597665,0.0050489113284947935,0.0034711265383401703,1441,0.28451803751803745
ACF686,0.11557296767874632,0.07443682664054849,0.025465230166503428,0.025465230166503428,0.7590597453476984,0.013972055888223553,0.007984031936127744,0.0998003992015968,0.6646706586826348,0.1217564870259481,0.07584830339321358,0.007984031936127744,0.007984031936127744,2570,0.28276948051948037
ADC532,0.15308770108977685,0.19045147898287493,0.026466009340944473,0.06123508043591074,0.568759730150493,0.0031201248049922,0.0031201248049922,0.03536141445657826,0.7108684347373895,0.20436817472698907,0.0374414976599064,0.0026001040041601664,0.0031201248049922,1750,0.2827142857142855
AC456F,0.033630069238377844,0.0722057368941642,0.02373887240356083,0.011869436201780416,0.8585558852621167,0.0019940179461615153,0.0019940179461615153,0.05084745762711865,0.6999002991026919,0.19940179461615154,0.0448654037886341,0.0,0.0009970089730807576,2561,0.282568903318903
76CD71,0.11320754716981132,0.13773584905660377,0.02358490566037736,0.01981132075471698,0.7056603773584905,0.004748338081671415,0.002849002849002849,0.03513770180436847,0.6970560303893637,0.21462488129154797,0.0389363722697056,0.002849002849002849,0.003798670465337132,2514,0.282568903318903
A009DA,0.08546168958742632,0.04420432220039293,0.023575638506876228,0.0009823182711198428,0.8457760314341847,0.0019704433497536944,0.005911330049261084,0.020689655172413793,0.8729064039408867,0.07093596059113301,0.024630541871921183,0.002955665024630542,0.0,2675,0.2821915584415582
4CACC2,0.3644295302013423,0.351006711409396,0.07953020134228188,0.09463087248322148,0.11040268456375839,0.005729693292888439,0.00977418267610381,0.03943377148634985,0.7276710481968318,0.16380182002022245,0.0455005055611729,0.004044489383215369,0.004044489383215369,4403,0.2817900432900434
44CCD4,0.15827774408732564,0.17404487568223165,0.06549423893268648,0.37174044875682233,0.23044269254093389,0.003656307129798903,0.0042656916514320535,0.04082876294942109,0.7196831200487508,0.18647166361974407,0.039609993906154786,0.0030469226081657527,0.002437538086532602,4425,0.2817900432900434
4CACA9,0.39050936003482806,0.3800609490639965,0.09316499782324772,0.013060513713539399,0.12320417936438834,0.006587615283267457,0.007026789635485288,0.03689064558629776,0.720245937637242,0.17830478700043917,0.043039086517347384,0.005709266578831796,0.0021958717610891525,4402,0.28140620490620505
4006C0,0.17726051924798567,0.10743061772605192,0.051924798567591766,0.5532676812891674,0.11011638316920322,0.0017937219730941704,0.0053811659192825115,0.03228699551569507,0.8044843049327354,0.12017937219730941,0.026905829596412557,0.0053811659192825115,0.003587443946188341,2261,0.28138383838383807
4CA5B5,0.13315696649029982,0.06701940035273368,0.01675485008818342,0.5758377425044092,0.2072310405643739,0.002652519893899204,0.002652519893899204,0.018125552608311227,0.782051282051282,0.1724137931034483,0.01900972590627763,0.001326259946949602,0.0017683465959328027,3512,0.28115187590187585
4CAADA,0.9937067337948395,0.0025173064820641915,0.0012586532410320957,0.0012586532410320957,0.0012586532410320957,0.008253968253968255,0.008888888888888889,0.04317460317460318,0.6812698412698412,0.2146031746031746,0.03619047619047619,0.0044444444444444444,0.0031746031746031746,1455,0.28092640692640675
4CA856,0.1024822695035461,0.09929078014184398,0.023404255319148935,0.30425531914893617,0.4705673758865248,0.0007099751508697196,0.0028399006034788782,0.03691870784522542,0.7838125665601704,0.14696485623003194,0.026269080582179624,0.0007099751508697196,0.001774937877174299,2010,0.2798719336219333
400C41,0.23651895355045383,0.2234383342231714,0.02402562733582488,0.12306460224239188,0.392952482648158,0.004571121269158376,0.004033342296316214,0.02930895401989782,0.7666039257865017,0.16160258133906963,0.02877117504705566,0.0016133369185264857,0.0034955633234740524,2030,0.2798719336219333
4787B2,0.04790419161676647,0.041916167664670656,0.001996007984031936,0.4351297405189621,0.47305389221556887,0.01417004048582996,0.006072874493927126,0.032388663967611336,0.694331983805668,0.19433198380566802,0.044534412955465584,0.012145748987854251,0.0020242914979757085,4020,0.2795313852813851
0D0806,0.05441860465116279,0.2330232558139535,0.0032558139534883722,0.29953488372093023,0.4097674418604651,0.0009328358208955224,0.0032649253731343282,0.02658582089552239,0.761660447761194,0.1828358208955224,0.021455223880597014,0.0023320895522388058,0.0009328358208955224,1663,0.27883297258297246
AD3E16,0.05637513171759747,0.1643835616438356,0.0547945205479452,0.15384615384615385,0.5706006322444679,0.002131060202450719,0.019712306872669155,0.08044752264251465,0.715503462972829,0.11720831113478956,0.0633990410229089,0.0010655301012253596,0.0005327650506126798,2376,0.27875865800865796
A722DB,0.3266384778012685,0.3488372093023256,0.035940803382663845,0.09143763213530655,0.19714587737843553,0.015450186467767715,0.015982951518380393,0.053809270111880664,0.6798082045817795,0.176345231752797,0.049547149706979224,0.002663825253063399,0.006393180607352157,3643,0.2785757575757575
A3DC34,0.20826513911620295,0.16693944353518822,0.029459901800327332,0.4013911620294599,0.1939443535188216,0.004916018025399427,0.004916018025399427,0.046702171241294554,0.6947972142564522,0.18885702580909464,0.05284719377304384,0.0028676771814829987,0.004096681687832855,1737,0.27743290043290036
40057D,0.2987390882638215,0.18816682832201745,0.05431619786614937,0.2580019398642095,0.20077594568380214,0.015533980582524271,0.007766990291262136,0.05145631067961165,0.6504854368932039,0.20970873786407768,0.05242718446601942,0.003883495145631068,0.008737864077669903,4240,0.27708405483405474
400A76,0.04905660377358491,0.939622641509434,0.0,0.011320754716981131,0.0,0.022857142857142857,0.03428571428571429,0.05523809523809524,0.64,0.14095238095238094,0.08571428571428572,0.011428571428571429,0.009523809523809525,5757,0.27671536796536833
A813E9,0.02628696604600219,0.13855421686746988,0.024644030668127054,0.033406352683461114,0.7771084337349398,0.002240896358543417,0.0011204481792717086,0.02072829131652661,0.7400560224089636,0.21176470588235294,0.021288515406162466,0.002240896358543417,0.0005602240896358543,2117,0.2765638528138526
484371,0.15860735009671179,0.3984526112185687,0.0038684719535783366,0.05222437137330754,0.38684719535783363,0.009784735812133072,0.0,0.03522504892367906,0.6712328767123288,0.23483365949119372,0.03718199608610567,0.003913894324853229,0.007827788649706457,3512,0.2763217893217892
4CA4B3,0.07419354838709677,0.05268817204301075,0.01935483870967742,0.5268817204301075,0.32688172043010755,0.0,0.002151694459386767,0.03012372243141474,0.7762237762237763,0.16245293168370092,0.027434104357181282,0.0010758472296933835,0.0005379236148466917,1737,0.27566991341991337
504DD9,0.1803770351328192,0.11825192802056556,0.02442159383033419,0.3341902313624679,0.3427592116538132,0.0034453057708871662,0.00516795865633075,0.03574504737295435,0.7678725236864772,0.14125753660637383,0.040482342807924204,0.002583979328165375,0.0034453057708871662,2241,0.2756547619047617
AB8923,0.47695390781563124,0.3306613226452906,0.1743486973947896,0.0,0.018036072144288578,0.036885245901639344,0.01639344262295082,0.07377049180327869,0.6147540983606558,0.15368852459016394,0.07581967213114754,0.006147540983606557,0.022540983606557378,4646,0.27522366522366537
45CAA4,0.0568678915135608,0.9431321084864392,0.0,0.0,0.0,0.0043821209465381246,0.0052585451358457495,0.10078878177037687,0.6397896581945661,0.14636283961437335,0.09728308501314636,0.006134969325153374,0.0,4067,0.2744682539682539
484F7C,0.5147347740667977,0.4774066797642436,0.0,0.0,0.007858546168958742,0.027916251246261216,0.038883349950149554,0.0518444666001994,0.654037886340977,0.11465603190428714,0.08175473579262213,0.01694915254237288,0.013958125623130608,4115,0.2739163059163062
4CA8E8,0.18593519882179677,0.08468335787923417,0.025036818851251842,0.5250368188512519,0.1793078055964654,0.0025830258302583027,0.005535055350553505,0.032103321033210334,0.7767527675276753,0.15387453874538745,0.025830258302583026,0.0018450184501845018,0.0014760147601476014,2210,0.2738365800865799
C031C9,0.27639902676399025,0.6880778588807785,0.0,0.00048661800486618007,0.035036496350364967,0.006350757205666829,0.0039081582804103565,0.056179775280898875,0.6521739130434783,0.21397166585246702,0.06106497313141182,0.0029311187103077674,0.003419638495359062,2237,0.2730800865800865
4CACC5,0.44687363358111065,0.5483165719282903,0.0021862702229995625,0.0013117621337997377,0.0013117621337997377,0.002646669607410675,0.0070577856197618,0.04675782973092192,0.7238641376268196,0.15747684164093514,0.05513895015438906,0.0035288928098809,0.0035288928098809,2170,0.2727950937950937
4CA679,0.2015771315919172,0.2720551996057171,0.03992114342040414,0.025135534746180386,0.4613109906357812,0.002472799208704253,0.006923837784371909,0.04500494559841741,0.7032640949554896,0.19732937685459942,0.04253214638971316,0.001483679525222552,0.0009891196834817012,1754,0.27247835497835493
45D968,0.030828516377649325,0.041425818882466284,0.0038535645472061657,0.051059730250481696,0.8728323699421965,0.000966183574879227,0.002898550724637681,0.01642512077294686,0.7719806763285024,0.1826086956521739,0.02318840579710145,0.0,0.001932367149758454,2354,0.2720147907647907
C06360,0.5184866723989682,0.4815133276010318,0.0,0.0,0.0,0.011255411255411256,0.003463203463203463,0.04329004329004329,0.6926406926406926,0.17922077922077922,0.05541125541125541,0.006060606060606061,0.008658008658008658,3665,0.27183441558441557
